rank,tier,tic,ra,dec,tmag,teff,logg,rad,rad_err,mass,rho,lumclass,contratio,gaia_dr2,n_sectors,sectors,pred_cdpp_1h_ppm,pred_rmin_p1_rearth,pred_rmin_p5_rearth,pred_rmin_p10_rearth,reason
2598,1,356146373,266.351339349885,53.8687597922738,13.7458,3319.0,4.87856,0.345316,0.0103292,0.328794,7.98498,DWARF,0.000733658264,1417245512969973888,19,14 17 18 20 21 23 24 25 26 40 41 47 48 50 51 52 53 54 55,3200,1.52,2.0,2.25,"M dwarf, R 0.35 R_sun, Teff 3319 K, Tmag 13.75; 19 TGLC sectors (S14-S55); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2599,1,219759763,262.204364601001,60.4340414758108,13.765,3316.0,4.85733,0.367193,0.0110322,0.354041,7.15106,DWARF,0.06585891,1435862340771832576,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,3242,1.52,2.0,2.26,"M dwarf, R 0.37 R_sun, Teff 3316 K, Tmag 13.77; 24 TGLC sectors (S14-S55); contamination 0.07 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2600,1,257061830,227.292279220835,76.9744650552376,13.7724,3277.0,4.92601,0.299725,0.00905259,0.276304,10.2617,DWARF,0.0261704139,1702048848816634496,12,14 15 19 20 21 22 26 40 41 47 48 53,3258,1.52,2.0,2.26,"late M dwarf, R 0.30 R_sun, Teff 3277 K, Tmag 13.77; 12 TGLC sectors (S14-S53); contamination 0.03 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2601,1,21015785,272.6487234429,50.3984069767617,13.7748,3303.0,4.94457,0.283373,0.00844542,0.257765,11.3279,DWARF,0.00220072549,2124607041570985344,10,14 18 25 26 40 41 48 52 53 54,3263,1.51,2.0,2.25,"late M dwarf, R 0.28 R_sun, Teff 3303 K, Tmag 13.77; 10 TGLC sectors (S14-S54); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2602,1,436842568,40.3527790382683,26.7030304775453,13.78,3148.0,5.03502,0.216903,0.00661905,0.185986,18.2257,DWARF,0.00478336355,126761943947905024,4,18 42 43 44,3275,1.52,2.0,2.25,"late M dwarf, R 0.22 R_sun, Teff 3148 K, Tmag 13.78; 4 TGLC sectors (S18-S44); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2603,1,198318335,234.64443136839,63.1825852351754,13.7994,3337.0,4.9298,0.296317,0.00889066,0.272421,10.4706,DWARF,0.0030180898,1639863254288283264,12,14 15 16 21 22 23 24 41 48 49 50 51,3318,1.52,2.0,2.26,"late M dwarf, R 0.30 R_sun, Teff 3337 K, Tmag 13.80; 12 TGLC sectors (S14-S51); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2604,1,320804300,271.691075259945,27.5354097322217,13.8045,3147.0,5.06765,0.19793,0.00596085,0.166959,21.5315,DWARF,0.0147976438,4583221144153132288,3,26 40 53,3330,1.52,2.0,2.26,"late M dwarf, R 0.20 R_sun, Teff 3147 K, Tmag 13.80; 3 TGLC sectors (S26-S53); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2605,1,231296026,44.9876783058836,-50.6957743196865,13.8065,3254.0,5.03888,0.214533,0.00651277,0.183569,18.5916,DWARF,0.000180826537,4748511379988080000,4,3 4 29 30,3334,1.51,2.0,2.25,"late M dwarf, R 0.21 R_sun, Teff 3254 K, Tmag 13.81; 4 TGLC sectors (S3-S30); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2606,1,378740451,4.6884484157599,70.6777318312213,13.8109,3281.0,5.03932,0.21426,0.0065278,0.18329,18.6344,DWARF,0.053077288,531077486449604992,4,18 24 25 52,3344,1.52,2.0,2.25,"late M dwarf, R 0.21 R_sun, Teff 3281 K, Tmag 13.81; 4 TGLC sectors (S18-S52); contamination 0.05 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2607,1,101058750,56.8532684867781,-47.2042443351735,13.8659,3087.0,5.04645,0.209982,0.00640376,0.178958,19.3288,DWARF,0.0001595307,4834898977790615936,4,3 4 30 31,3473,1.52,2.0,2.26,"late M dwarf, R 0.21 R_sun, Teff 3087 K, Tmag 13.87; 4 TGLC sectors (S3-S31); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2608,1,350931185,90.6093941342092,-55.3336379118214,13.8666,3450.0,4.86415,0.360086,0.0107975,0.345852,7.4075,DWARF,0.027065292,5500052385304577024,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,3475,1.51,2.0,2.25,"M dwarf, R 0.36 R_sun, Teff 3450 K, Tmag 13.87; 26 TGLC sectors (S1-S39); contamination 0.03 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2609,1,272747269,235.962521018509,71.4338561823362,13.9491,3354.0,4.91057,0.313995,0.0095135,0.292647,9.45314,DWARF,0.0117316628,1696197041775182592,18,14 15 16 17 19 20 21 22 23 26 40 41 47 48 49 50 53 54,3683,1.52,2.0,2.26,"M dwarf, R 0.31 R_sun, Teff 3354 K, Tmag 13.95; 18 TGLC sectors (S14-S54); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2610,1,279613420,106.323197096992,-55.908019373572,13.9754,3348.0,4.91969,0.305489,0.00931778,0.28289,9.92272,DWARF,0.0235795137,5490250617100790400,17,2 3 6 7 8 9 10 12 13 29 30 32 33 34 35 36 39,3753,1.52,2.0,2.26,"M dwarf, R 0.31 R_sun, Teff 3348 K, Tmag 13.98; 17 TGLC sectors (S2-S39); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2611,1,424387812,271.507175888181,53.3932387819782,13.9756,3386.0,4.93327,0.29322,0.00892249,0.268901,10.6662,DWARF,0.0200432651,2125598801058888704,15,14 15 18 21 24 25 26 40 41 48 51 52 53 54 55,3754,1.51,2.0,2.25,"late M dwarf, R 0.29 R_sun, Teff 3386 K, Tmag 13.98; 15 TGLC sectors (S14-S55); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2612,1,353940964,272.294569991589,56.1667178904748,13.9957,3070.0,4.88999,0.333875,0.0102653,0.315569,8.47896,DWARF,0.00616526231,2150171064873945088,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,3808,1.51,2.0,2.25,"M dwarf, R 0.33 R_sun, Teff 3070 K, Tmag 14.00; 24 TGLC sectors (S14-S55); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2613,1,142619688,171.08195179736,77.1467720131985,14.0152,3094.0,4.99854,0.241113,0.00723127,0.211305,15.0747,DWARF,0.0007494545,1128728954557001600,8,14 20 21 40 41 47 48 53,3863,1.52,2.0,2.25,"late M dwarf, R 0.24 R_sun, Teff 3094 K, Tmag 14.02; 8 TGLC sectors (S14-S53); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2614,1,349642723,112.02204491291,-60.968088860984,14.0555,3510.0,4.891,0.332883,0.0101026,0.314423,8.52392,DWARF,0.0107026044,5292262795237285760,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,3979,1.51,2.0,2.25,"M dwarf, R 0.33 R_sun, Teff 3510 K, Tmag 14.06; 26 TGLC sectors (S1-S39); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2615,1,442962355,81.475749187083,-17.707829875919,14.0883,2890.0,5.1127,0.175311,0.00533487,0.145295,26.9664,DWARF,0.00474326732,2970015759731735936,3,5 6 32,4077,1.51,2.0,2.25,"late M dwarf, R 0.18 R_sun, Teff 2890 K, Tmag 14.09; 3 TGLC sectors (S5-S32); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2616,1,235613022,272.801173809533,19.3181965310144,14.1159,3080.0,5.11594,0.173822,0.005191,0.143908,27.4013,DWARF,0.06572272,4526676903270140672,3,26 40 53,4162,1.52,2.0,2.26,"late M dwarf, R 0.17 R_sun, Teff 3080 K, Tmag 14.12; 3 TGLC sectors (S26-S53); contamination 0.07 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2617,1,259132284,291.97901775466,71.3053130110583,14.1178,3524.0,4.90721,0.317172,0.00948975,0.296301,9.28643,DWARF,0.018601086,2263472508300948096,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,4168,1.52,2.0,2.25,"M dwarf, R 0.32 R_sun, Teff 3524 K, Tmag 14.12; 24 TGLC sectors (S14-S55); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2618,1,288313704,262.413154513136,80.2946975578307,14.1884,3212.0,4.94977,0.278959,0.00837382,0.252804,11.6456,DWARF,0.0353666842,1706718302902168960,17,14 15 18 19 20 21 24 25 26 40 41 47 48 51 52 53 55,4398,1.52,2.0,2.26,"late M dwarf, R 0.28 R_sun, Teff 3212 K, Tmag 14.19; 17 TGLC sectors (S14-S55); contamination 0.04 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2619,1,219407674,78.7952064543281,-50.5151949795137,14.2133,3211.0,5.05841,0.203065,0.00611998,0.172033,20.545,DWARF,0.004424409,4773333713978800512,6,4 5 6 31 32 33,4484,1.51,2.0,2.25,"late M dwarf, R 0.20 R_sun, Teff 3211 K, Tmag 14.21; 6 TGLC sectors (S4-S33); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2620,1,38842694,68.6015763090476,-65.8529561230808,14.2297,3409.0,4.91515,0.309695,0.00941982,0.287709,9.68614,DWARF,0.0110848639,4662768130362318080,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,4541,1.52,2.0,2.26,"M dwarf, R 0.31 R_sun, Teff 3409 K, Tmag 14.23; 26 TGLC sectors (S1-S39); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2621,1,154454397,154.688297380031,75.2077122329147,14.2495,3051.0,5.04794,0.209104,0.00627458,0.178073,19.4765,DWARF,0.04682153,1126777115259197568,7,14 20 21 40 41 47 53,4612,1.52,2.0,2.25,"late M dwarf, R 0.21 R_sun, Teff 3051 K, Tmag 14.25; 7 TGLC sectors (S14-S53); contamination 0.05 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2622,1,392400959,248.821642472817,41.6674508341513,14.2959,2953.0,5.11567,0.173946,0.00526698,0.144023,27.3646,DWARF,0.0108434018,1356847793068128384,4,24 25 51 52,4784,1.52,2.0,2.25,"late M dwarf, R 0.17 R_sun, Teff 2953 K, Tmag 14.30; 4 TGLC sectors (S24-S52); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2623,1,307781913,127.979917262864,-69.6679537389717,14.3132,3051.0,4.99511,0.243561,0.00822679,0.213924,14.8059,DWARF,0.07667499,5221914392026285440,13,2 5 9 10 11 12 29 32 35 36 37 38 39,4851,1.52,2.0,2.26,"late M dwarf, R 0.24 R_sun, Teff 3051 K, Tmag 14.31; 13 TGLC sectors (S2-S39); contamination 0.08 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2624,1,199548763,240.752934760979,60.1059201030138,14.3211,3343.0,5.00578,0.236034,0.00730166,0.205904,15.6582,DWARF,0.00318280654,1626483056771751552,12,15 16 18 22 23 24 25 48 49 50 51 55,4881,1.51,2.0,2.25,"late M dwarf, R 0.24 R_sun, Teff 3343 K, Tmag 14.32; 12 TGLC sectors (S15-S55); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2625,1,356316460,260.638811340126,23.2773218215012,14.3531,3021.0,5.12549,0.169536,0.00503609,0.139942,28.7185,DWARF,0.0907485,4569264080987784704,4,25 26 52 53,5009,1.52,2.0,2.26,"late M dwarf, R 0.17 R_sun, Teff 3021 K, Tmag 14.35; 4 TGLC sectors (S25-S53); contamination 0.09 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2626,1,94921023,113.918602349845,24.1838349539616,14.5304,2864.0,5.19339,0.142688,0.0042332,0.115905,39.897,DWARF,0.0137447929,868181223176717824,3,44 45 46,5801,1.52,2.0,2.25,"late M dwarf, R 0.14 R_sun, Teff 2864 K, Tmag 14.53; 3 TGLC sectors (S44-S46); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2627,1,140899699,76.8510386198955,-76.592429486247,14.5416,3198.0,4.96517,0.266309,0.00809415,0.238713,12.6392,DWARF,0.0728453,4624887102925019264,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,5857,1.51,2.0,2.25,"late M dwarf, R 0.27 R_sun, Teff 3198 K, Tmag 14.54; 26 TGLC sectors (S1-S39); contamination 0.07 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2628,1,293469167,27.1977241413533,0.241436258736944,14.5461,2851.0,5.19573,0.141858,0.00421788,0.115178,40.3467,DWARF,0.006354184,2509333410032899456,3,30 42 43,5879,1.52,2.0,2.26,"late M dwarf, R 0.14 R_sun, Teff 2851 K, Tmag 14.55; 3 TGLC sectors (S30-S43); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2629,1,55499936,71.9722214702192,-65.0422827306345,14.5603,3251.0,4.96708,0.264783,0.00825016,0.237026,12.7681,DWARF,0.05264283,4663144025903572224,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,5951,1.52,2.0,2.26,"late M dwarf, R 0.26 R_sun, Teff 3251 K, Tmag 14.56; 26 TGLC sectors (S1-S39); contamination 0.05 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2630,1,198511072,211.49293003553,77.0212629077278,14.5629,3202.0,5.06407,0.1999,0.0061297,0.168899,21.1441,DWARF,0.003427091,1714001124325739392,10,14 15 20 21 26 40 41 47 48 53,5964,1.52,2.0,2.25,"late M dwarf, R 0.20 R_sun, Teff 3202 K, Tmag 14.56; 10 TGLC sectors (S14-S53); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2631,1,357204055,181.535034097467,-79.6220332810935,14.5894,2917.0,5.17104,0.150906,0.00451448,0.123137,35.8318,DWARF,0.0579416379,5787502623598946944,4,11 12 38 39,6102,1.52,2.0,2.26,"late M dwarf, R 0.15 R_sun, Teff 2917 K, Tmag 14.59; 4 TGLC sectors (S11-S39); contamination 0.06 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2632,1,375151601,89.0965979240891,-53.6590020450912,14.6808,3337.0,5.0367,0.215862,0.00665006,0.184922,18.3848,DWARF,0.015121894,4791864470636737024,16,1 4 5 6 7 8 11 27 28 31 32 33 34 35 37 38,6609,1.52,2.0,2.25,"late M dwarf, R 0.22 R_sun, Teff 3337 K, Tmag 14.68; 16 TGLC sectors (S1-S38); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2633,1,350955004,90.7932504315567,-54.0549882290799,14.7796,3249.0,5.04218,0.212534,0.00651495,0.181538,18.9096,DWARF,0.035226658,5500407149603198080,18,1 2 4 5 6 7 8 11 12 27 28 31 32 33 34 35 37 38,7220,1.52,2.0,2.26,"late M dwarf, R 0.21 R_sun, Teff 3249 K, Tmag 14.78; 18 TGLC sectors (S1-S38); contamination 0.04 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2634,1,278775015,99.8510632760755,-55.1473669581144,14.7898,3233.0,5.0282,0.221177,0.00685323,0.190375,17.595,DWARF,0.0045549334,5497156065518615296,21,1 2 3 5 6 7 8 9 11 12 13 28 29 31 32 33 34 35 36 38 39,7287,1.52,2.0,2.26,"late M dwarf, R 0.22 R_sun, Teff 3233 K, Tmag 14.79; 21 TGLC sectors (S1-S39); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2635,1,154091072,209.708872229865,69.2438894875302,14.8561,2927.0,5.14546,0.16102,0.00481688,0.132177,31.6604,DWARF,0.09701533,1674429597762762880,8,14 15 21 22 41 47 48 49,7744,1.52,2.0,2.26,"late M dwarf, R 0.16 R_sun, Teff 2927 K, Tmag 14.86; 8 TGLC sectors (S14-S49); contamination 0.10 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2636,1,391900845,115.756860026482,-69.6263706658676,15.0968,3256.0,5.06629,0.198678,0.00632455,0.167694,21.383,DWARF,0.03649824,5264701818300754432,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,9740,1.52,2.0,2.26,"late M dwarf, R 0.20 R_sun, Teff 3256 K, Tmag 15.10; 26 TGLC sectors (S1-S39); contamination 0.04 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2637,1,357526549,270.129497709829,54.9621735418596,15.1263,3114.0,5.08181,0.190409,0.00595241,0.15963,23.1234,DWARF,0.006731563,2149763283499998080,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,10027,1.52,2.0,2.25,"late M dwarf, R 0.19 R_sun, Teff 3114 K, Tmag 15.13; 24 TGLC sectors (S14-S55); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2638,1,231737433,82.0968768526258,-52.307132065521,15.154,2857.0,5.18691,0.145017,0.00440859,0.117946,38.6747,DWARF,0.00338818762,4772152597972257664,10,4 5 6 7 10 27 31 32 33 37,10306,1.52,2.0,2.25,"late M dwarf, R 0.15 R_sun, Teff 2857 K, Tmag 15.15; 10 TGLC sectors (S4-S37); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2639,1,38939323,69.7235711651224,-61.2074850456001,15.1687,3192.0,5.08246,0.190071,0.00612333,0.159304,23.1995,DWARF,0.03988855,4677641945703009152,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,10458,1.51,2.0,2.25,"late M dwarf, R 0.19 R_sun, Teff 3192 K, Tmag 15.17; 26 TGLC sectors (S1-S39); contamination 0.04 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2640,1,41858887,20.2882109175935,-37.1020764678767,13.0117,3274.0,4.97185,0.261027,0.0109191,0.232889,13.0946,DWARF,0.00689889723,5012730621212731136,3,3 29 30,2088,1.53,2.01,2.27,"late M dwarf, R 0.26 R_sun, Teff 3274 K, Tmag 13.01; 3 TGLC sectors (S3-S30); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2641,1,408558166,69.6748782632521,34.7496461012,13.0137,3504.0,4.97188,0.260999,0.00792762,0.232859,13.0971,DWARF,0.0100089144,173804686382152064,3,19 43 44,2090,1.53,2.01,2.27,"late M dwarf, R 0.26 R_sun, Teff 3504 K, Tmag 13.01; 3 TGLC sectors (S19-S44); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2642,1,199574273,248.657057369657,57.4351230547561,13.0277,3450.0,4.83728,0.388503,0.0115114,0.378444,6.45384,DWARF,0.03467497,1431218622131358592,12,15 16 19 22 23 24 25 26 49 50 51 52,2105,1.53,2.01,2.27,"M dwarf, R 0.39 R_sun, Teff 3450 K, Tmag 13.03; 12 TGLC sectors (S15-S52); contamination 0.03 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2643,1,314483255,281.544442320981,23.5814224602807,13.0839,3318.0,4.95202,0.277068,0.0082473,0.250685,11.7861,DWARF,0.04891066,4532555751433524736,4,26 40 53 54,2165,1.52,2.01,2.26,"late M dwarf, R 0.28 R_sun, Teff 3318 K, Tmag 13.08; 4 TGLC sectors (S26-S54); contamination 0.05 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2644,1,235080776,86.6447898005145,-45.0824365028388,13.1128,3433.0,4.9549,0.274672,0.00819803,0.248008,11.968,DWARF,0.009632307,4802147034660245504,4,5 6 32 33,2198,1.52,2.01,2.26,"late M dwarf, R 0.27 R_sun, Teff 3433 K, Tmag 13.11; 4 TGLC sectors (S5-S33); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2645,1,459243705,215.779093459388,56.9332872677443,13.1406,3187.0,4.918,0.307048,0.00916026,0.284675,9.83401,DWARF,0.000755560934,1611321822216741760,6,15 16 22 23 49 50,2230,1.52,2.01,2.27,"M dwarf, R 0.31 R_sun, Teff 3187 K, Tmag 13.14; 6 TGLC sectors (S15-S50); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2646,1,198010257,60.5740789553632,-57.2120799094918,13.1609,3377.0,4.90583,0.318483,0.00969286,0.29781,9.21893,DWARF,0.00359678455,4682825627631319808,7,2 3 4 5 29 30 31,2254,1.52,2.01,2.26,"M dwarf, R 0.32 R_sun, Teff 3377 K, Tmag 13.16; 7 TGLC sectors (S2-S31); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2647,1,260843927,118.920052927882,-58.8373803551199,13.1995,3429.0,4.88424,0.339595,0.0101703,0.32218,8.22649,DWARF,0.02445767,5294228790748290944,9,7 8 9 10 27 34 35 36 37,2301,1.53,2.01,2.27,"M dwarf, R 0.34 R_sun, Teff 3429 K, Tmag 13.20; 9 TGLC sectors (S7-S37); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2648,1,184533371,29.5692015111068,-47.1366110419959,13.21,3186.0,4.96411,0.26716,0.00810446,0.239655,12.5682,DWARF,0.000109538087,4942205334066995840,4,2 3 29 30,2315,1.52,2.01,2.27,"late M dwarf, R 0.27 R_sun, Teff 3186 K, Tmag 13.21; 4 TGLC sectors (S2-S30); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2649,1,335720608,223.294733663154,64.4055640288212,13.2308,3321.0,4.87774,0.346147,0.0103818,0.329754,7.95075,DWARF,0.03384076,1620656985174185216,10,14 15 16 21 22 23 41 48 49 50,2341,1.52,2.01,2.27,"M dwarf, R 0.35 R_sun, Teff 3321 K, Tmag 13.23; 10 TGLC sectors (S14-S50); contamination 0.03 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2650,1,281636933,116.969678753721,-60.5015973883512,13.2772,3425.0,4.84954,0.375409,0.0111669,0.36348,6.87015,DWARF,0.0245061722,5289477251248899456,14,1 4 7 8 9 10 11 27 30 31 34 35 36 37,2402,1.52,2.01,2.26,"M dwarf, R 0.38 R_sun, Teff 3425 K, Tmag 13.28; 14 TGLC sectors (S1-S37); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
2651,1,414923892,15.2688752060989,14.8282453486388,13.3119,3270.0,5.0029,0.238038,0.00715438,0.208029,15.4236,DWARF,2.17700949e-06,2777478904200838656,3,17 42 43,2449,1.53,2.01,2.27,"late M dwarf, R 0.24 R_sun, Teff 3270 K, Tmag 13.31; 3 TGLC sectors (S17-S43); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 2.0 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
