rank,tier,tic,ra,dec,tmag,teff,logg,rad,rad_err,mass,rho,lumclass,contratio,gaia_dr2,n_sectors,sectors,pred_cdpp_1h_ppm,pred_rmin_p1_rearth,pred_rmin_p5_rearth,pred_rmin_p10_rearth,reason
614,1,232645112,281.553936179076,56.8140840733412,13.4235,3520.0,4.91121,0.313389,0.00936999,0.29195,9.48543,DWARF,0.0165767651,2153910984956758400,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,2613,1.19,1.57,1.77,"M dwarf, R 0.31 R_sun, Teff 3520 K, Tmag 13.42; 24 TGLC sectors (S14-S55); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
615,1,388129049,63.745458687455,-68.1760889286416,13.467,3405.0,4.90686,0.317508,0.00966663,0.296687,9.26903,DWARF,0.003487708,4668196625424500480,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,2681,1.19,1.57,1.77,"M dwarf, R 0.32 R_sun, Teff 3405 K, Tmag 13.47; 26 TGLC sectors (S1-S39); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
616,1,122669742,41.9688753085141,-33.7365994195775,13.5218,3061.0,5.10227,0.180217,0.00550006,0.149898,25.6099,DWARF,1.53408e-06,5050672053068555776,4,3 4 30 31,2772,1.19,1.57,1.77,"late M dwarf, R 0.18 R_sun, Teff 3061 K, Tmag 13.52; 4 TGLC sectors (S3-S31); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
617,1,158035258,217.264145951243,46.7605553782582,13.5342,3096.0,5.10402,0.179382,0.00526107,0.149111,25.8329,DWARF,2.45382071e-05,1507020431219512064,4,16 23 49 50,2794,1.19,1.57,1.77,"late M dwarf, R 0.18 R_sun, Teff 3096 K, Tmag 13.53; 4 TGLC sectors (S16-S50); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
618,1,416836560,55.6602539712668,11.0806768514525,13.5827,3071.0,5.1092,0.176935,0.0054309,0.146812,26.5045,DWARF,0.00254971348,36429264066581760,4,5 42 43 44,2879,1.19,1.57,1.77,"late M dwarf, R 0.18 R_sun, Teff 3071 K, Tmag 13.58; 4 TGLC sectors (S5-S44); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
619,1,167363047,99.0410062525025,-70.8547841100553,13.593,3300.0,4.92344,0.302056,0.00922048,0.278964,10.1225,DWARF,0.009469284,5266737289202902144,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,2898,1.19,1.57,1.77,"M dwarf, R 0.30 R_sun, Teff 3300 K, Tmag 13.59; 26 TGLC sectors (S1-S39); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
620,1,85996563,138.671972961486,18.1623950241715,13.6057,2913.0,5.14586,0.160857,0.00484544,0.132031,31.7217,DWARF,2.70929759e-05,635202989946889728,3,44 45 46,2922,1.19,1.57,1.77,"late M dwarf, R 0.16 R_sun, Teff 2913 K, Tmag 13.61; 3 TGLC sectors (S44-S46); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
621,1,159398715,237.702503174178,81.2922284418272,13.6131,3373.0,4.99884,0.240896,0.00720821,0.211073,15.0989,DWARF,0.0185601283,1721135855279430272,12,14 19 20 21 25 26 40 41 47 48 52 53,2935,1.19,1.57,1.77,"late M dwarf, R 0.24 R_sun, Teff 3373 K, Tmag 13.61; 12 TGLC sectors (S14-S53); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
622,1,248986640,22.9009020282072,-0.96668978267303,13.8611,2928.0,5.15159,0.158523,0.00484724,0.129929,32.6159,DWARF,1.37812219e-06,2485668896146252288,4,3 30 42 43,3462,1.19,1.57,1.77,"late M dwarf, R 0.16 R_sun, Teff 2928 K, Tmag 13.86; 4 TGLC sectors (S3-S43); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
623,1,348841387,98.9865262292481,-58.9521554476996,13.9079,3128.0,4.96311,0.267966,0.00883891,0.240548,12.5015,DWARF,0.08192818,5483504804026432384,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,3577,1.19,1.57,1.77,"late M dwarf, R 0.27 R_sun, Teff 3128 K, Tmag 13.91; 26 TGLC sectors (S1-S39); contamination 0.08 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
624,1,140658155,72.3641717712798,-74.2637982806689,14.0101,3167.0,4.9763,0.257573,0.00787954,0.229102,13.4069,DWARF,0.07229287,4652373519235876224,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,3848,1.19,1.57,1.77,"late M dwarf, R 0.26 R_sun, Teff 3167 K, Tmag 14.01; 26 TGLC sectors (S1-S39); contamination 0.07 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
625,1,279245562,103.731507071078,-56.1425812474997,14.0856,3110.0,5.00795,0.23454,0.00707767,0.204324,15.8368,DWARF,0.00944014,5484943274472820352,21,2 3 5 6 7 8 9 10 12 13 27 29 30 32 33 34 35 36 37 38 39,4069,1.19,1.57,1.77,"late M dwarf, R 0.23 R_sun, Teff 3110 K, Tmag 14.09; 21 TGLC sectors (S2-S39); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
626,1,356336967,268.235278601938,51.0404238181571,14.1268,3168.0,5.08155,0.190544,0.00573368,0.15976,23.0931,DWARF,0.00532765174,1367528517739759360,11,14 21 24 25 26 40 41 51 52 53 54,4197,1.19,1.57,1.77,"late M dwarf, R 0.19 R_sun, Teff 3168 K, Tmag 14.13; 11 TGLC sectors (S14-S54); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
627,1,318869631,41.7851759606427,4.9384562777878,14.1387,2935.0,5.20017,0.140295,0.00423458,0.113812,41.2156,DWARF,5.25529629e-07,5837071009282816,4,4 31 42 43,4234,1.19,1.57,1.77,"late M dwarf, R 0.14 R_sun, Teff 2935 K, Tmag 14.14; 4 TGLC sectors (S4-S43); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
628,1,219011645,222.267226425414,66.4327105236023,14.2708,2982.0,5.12844,0.168243,0.00500856,0.138754,29.1363,DWARF,0.004425363,1669380915246056192,9,14 15 16 21 22 23 41 48 49,4690,1.19,1.57,1.77,"late M dwarf, R 0.17 R_sun, Teff 2982 K, Tmag 14.27; 9 TGLC sectors (S14-S49); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
629,1,199617178,249.745022591206,59.6095375720665,14.454,3256.0,5.0536,0.205812,0.00634353,0.174771,20.0474,DWARF,0.005677882,1624159273306133504,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,5440,1.19,1.57,1.77,"late M dwarf, R 0.21 R_sun, Teff 3256 K, Tmag 14.45; 24 TGLC sectors (S14-S55); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
630,1,233609495,283.291253953654,64.1733686505207,14.7101,3111.0,5.10151,0.180583,0.00542814,0.150243,25.5131,DWARF,0.0153974788,2253579927308398336,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,6783,1.19,1.57,1.77,"late M dwarf, R 0.18 R_sun, Teff 3111 K, Tmag 14.71; 24 TGLC sectors (S14-S55); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
631,1,339668645,110.29645357271,-57.6577851857201,14.9247,2848.0,5.20174,0.139745,0.00422455,0.113331,41.5279,DWARF,0.06317083,5485940291001257600,15,3 6 7 8 9 10 13 27 30 33 34 35 36 37 39,8256,1.19,1.57,1.77,"late M dwarf, R 0.14 R_sun, Teff 2848 K, Tmag 14.92; 15 TGLC sectors (S3-S39); contamination 0.06 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
632,1,300287569,110.254714637367,-66.5814174846939,15.0443,3151.0,5.16226,0.154287,0.00477005,0.126139,34.3448,DWARF,0.00995626,5281251426804627456,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,9254,1.19,1.57,1.77,"late M dwarf, R 0.15 R_sun, Teff 3151 K, Tmag 15.04; 26 TGLC sectors (S1-S39); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
633,1,141423634,84.5875538405586,-74.2321017314711,13.0842,3194.0,4.86331,0.360955,0.0107803,0.346855,7.37545,DWARF,0.0250577051,4650268744744759936,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,2166,1.2,1.58,1.78,"M dwarf, R 0.36 R_sun, Teff 3194 K, Tmag 13.08; 26 TGLC sectors (S1-S39); contamination 0.03 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
634,1,309615852,78.708242796091,-61.8103745446748,13.0959,3268.0,4.8634,0.360859,0.0108025,0.346744,7.37898,DWARF,0.0120557323,4760544778841519872,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,2179,1.2,1.58,1.79,"M dwarf, R 0.36 R_sun, Teff 3268 K, Tmag 13.10; 26 TGLC sectors (S1-S39); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
635,1,376928980,283.938087091748,55.9193907282661,13.1165,3335.0,4.90948,0.31502,0.00948271,0.293825,9.39884,DWARF,0.004737278,2152956093468080128,17,14 15 16 19 20 22 23 25 26 40 41 49 50 52 53 54 55,2202,1.19,1.58,1.78,"M dwarf, R 0.32 R_sun, Teff 3335 K, Tmag 13.12; 17 TGLC sectors (S14-S55); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
636,1,233204783,265.781015784913,69.2495995323373,13.1633,3340.0,4.87831,0.345567,0.010256,0.329084,7.97462,DWARF,0.0177417453,1637941617200904576,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,2257,1.2,1.58,1.79,"M dwarf, R 0.35 R_sun, Teff 3340 K, Tmag 13.16; 24 TGLC sectors (S14-S55); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
637,1,356241935,267.812575436742,53.7566482838138,13.1665,3265.0,4.90794,0.316478,0.00962601,0.295502,9.32245,DWARF,0.006183811,1417011901109142016,18,14 17 18 20 21 24 25 26 40 41 47 48 50 51 52 53 54 55,2261,1.2,1.58,1.78,"M dwarf, R 0.32 R_sun, Teff 3265 K, Tmag 13.17; 18 TGLC sectors (S14-S55); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
638,1,384888499,16.9487695712077,14.020580896335,13.2261,3168.0,5.09396,0.184264,0.00552763,0.153735,24.5726,DWARF,0.00175022148,2585034476367732608,3,17 42 43,2335,1.2,1.58,1.78,"late M dwarf, R 0.18 R_sun, Teff 3168 K, Tmag 13.23; 3 TGLC sectors (S17-S43); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
639,1,401624357,310.225593802931,-80.6857401745336,13.2396,3100.0,5.09469,0.183901,0.00552752,0.153389,24.6628,DWARF,0.01070606,6349409999476807552,3,13 27 39,2352,1.2,1.58,1.78,"late M dwarf, R 0.18 R_sun, Teff 3100 K, Tmag 13.24; 3 TGLC sectors (S13-S39); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
640,1,198358449,256.37059469152,56.9089159066826,13.2936,3406.0,4.89446,0.329477,0.00978174,0.310488,8.68099,DWARF,0.00339031639,1433415686882168064,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,2424,1.19,1.58,1.78,"M dwarf, R 0.33 R_sun, Teff 3406 K, Tmag 13.29; 24 TGLC sectors (S14-S55); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
641,1,233060572,269.845340557534,61.8910419424085,13.3683,3149.0,4.90265,0.321535,0.00958802,0.301325,9.06464,DWARF,0.000891838165,1435521801405287040,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,2530,1.19,1.58,1.78,"M dwarf, R 0.32 R_sun, Teff 3149 K, Tmag 13.37; 24 TGLC sectors (S14-S55); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
642,1,352949913,313.954547693134,61.7420837107592,13.4028,3023.0,5.0842,0.189177,0.0057304,0.158442,23.4027,DWARF,0.0503324047,2195815400318293248,4,15 16 17 24,2581,1.2,1.58,1.78,"late M dwarf, R 0.19 R_sun, Teff 3023 K, Tmag 13.40; 4 TGLC sectors (S15-S24); contamination 0.05 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
643,1,308663687,121.729020459377,-65.4731089600319,13.4226,3395.0,4.93493,0.291755,0.00876425,0.267238,10.7608,DWARF,0.037214037,5274809147659851520,18,1 2 4 5 8 9 10 11 12 28 29 31 32 34 35 36 37 38,2611,1.2,1.58,1.78,"late M dwarf, R 0.29 R_sun, Teff 3395 K, Tmag 13.42; 18 TGLC sectors (S1-S38); contamination 0.04 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
644,1,259374524,68.1317170238685,-53.7143882218443,13.4808,3174.0,5.05105,0.207284,0.00631125,0.176245,19.7888,DWARF,0.0581767671,4777610951649258368,6,3 4 5 30 31 32,2704,1.2,1.58,1.78,"late M dwarf, R 0.21 R_sun, Teff 3174 K, Tmag 13.48; 6 TGLC sectors (S3-S32); contamination 0.06 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
645,1,162090648,168.286534192009,-42.260494505116,13.5949,3090.0,5.14211,0.162409,0.00483978,0.133434,31.1484,DWARF,0.0267639831,5389280608897569280,3,10 36 37,2902,1.2,1.58,1.78,"late M dwarf, R 0.16 R_sun, Teff 3090 K, Tmag 13.59; 3 TGLC sectors (S10-S37); contamination 0.03 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
646,1,219806427,266.495101270325,62.1038118767882,13.6159,3311.0,4.93111,0.295145,0.00879248,0.271088,10.544,DWARF,0.09937459,1436477139570366336,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,2941,1.2,1.58,1.78,"late M dwarf, R 0.30 R_sun, Teff 3311 K, Tmag 13.62; 24 TGLC sectors (S14-S55); contamination 0.10 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
647,1,280910635,102.296037415813,-78.4971396694211,13.6223,3272.0,4.95951,0.270885,0.00815547,0.243788,12.2647,DWARF,0.002611993,5211582899733498752,18,1 3 4 7 8 10 11 12 13 27 28 30 31 33 34 37 38 39,2953,1.2,1.58,1.78,"late M dwarf, R 0.27 R_sun, Teff 3272 K, Tmag 13.62; 18 TGLC sectors (S1-S39); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
648,1,14444062,110.715809312235,12.7382170591164,13.7694,3016.0,5.11047,0.176343,0.00526136,0.146258,26.6713,DWARF,0.0226432234,3163173731956015360,5,7 33 44 45 46,3251,1.2,1.58,1.78,"late M dwarf, R 0.18 R_sun, Teff 3016 K, Tmag 13.77; 5 TGLC sectors (S7-S46); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
649,1,403995493,317.913789592574,-80.8988607307952,13.7889,3001.0,5.17132,0.150798,0.00453492,0.12304,35.8806,DWARF,0.0209842362,6348793070374006016,3,13 27 39,3294,1.2,1.58,1.78,"late M dwarf, R 0.15 R_sun, Teff 3001 K, Tmag 13.79; 3 TGLC sectors (S13-S39); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
650,1,219010551,221.855826514858,70.9711235190007,13.8603,3135.0,5.03852,0.214752,0.00645022,0.183791,18.5572,DWARF,0.0370179266,1695419446536062080,11,14 15 16 20 21 22 40 41 47 48 49,3460,1.2,1.58,1.78,"late M dwarf, R 0.21 R_sun, Teff 3135 K, Tmag 13.86; 11 TGLC sectors (S14-S49); contamination 0.04 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
651,1,237955955,101.704879925725,-50.9940741147983,13.9393,2916.0,5.098,0.18228,0.00559795,0.151849,25.0723,DWARF,0.01427173,5502105963787924480,7,6 7 8 32 33 34 35,3657,1.2,1.58,1.78,"late M dwarf, R 0.18 R_sun, Teff 2916 K, Tmag 13.94; 7 TGLC sectors (S6-S35); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
652,1,350622565,87.5316205144666,-55.9593022035386,14.0785,3307.0,4.98404,0.25169,0.00764124,0.222692,13.9671,DWARF,0.004843859,4767396660426362496,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,4047,1.2,1.58,1.78,"late M dwarf, R 0.25 R_sun, Teff 3307 K, Tmag 14.08; 26 TGLC sectors (S1-S39); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
653,1,392571933,280.55267563985,59.0714560451363,14.1774,3112.0,5.00685,0.235294,0.00715065,0.20512,15.7462,DWARF,0.0545861,2154833750090184576,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,4361,1.2,1.58,1.78,"late M dwarf, R 0.24 R_sun, Teff 3112 K, Tmag 14.18; 24 TGLC sectors (S14-S55); contamination 0.05 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
654,1,57300249,251.774001598582,41.2851862825237,14.2612,2826.0,5.21967,0.133623,0.00393807,0.107986,45.261,DWARF,0.0006956726,1356259176389722112,4,24 25 51 52,4655,1.19,1.58,1.78,"late M dwarf, R 0.13 R_sun, Teff 2826 K, Tmag 14.26; 4 TGLC sectors (S24-S52); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
655,1,298263301,241.388835565422,59.3008111177131,14.3317,3098.0,5.09616,0.183178,0.00555341,0.152701,24.844,DWARF,0.006745652,1623386213552513664,13,15 16 18 22 23 24 25 48 49 50 51 52 55,4923,1.2,1.58,1.78,"late M dwarf, R 0.18 R_sun, Teff 3098 K, Tmag 14.33; 13 TGLC sectors (S15-S55); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
656,1,313425320,240.797088303763,59.8017073679833,14.3463,3121.0,5.10672,0.178101,0.00539502,0.147906,26.181,DWARF,0.0004492386,1626422789790705792,12,15 16 18 22 23 24 25 48 49 50 51 55,4981,1.2,1.58,1.78,"late M dwarf, R 0.18 R_sun, Teff 3121 K, Tmag 14.35; 12 TGLC sectors (S15-S55); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
657,1,154561790,188.603924753149,72.6955817357777,14.5648,2842.0,5.19584,0.14182,0.00419565,0.115145,40.3676,DWARF,0.0006101755,1689808020224098816,8,14 15 20 21 40 41 47 48,5974,1.2,1.58,1.78,"late M dwarf, R 0.14 R_sun, Teff 2842 K, Tmag 14.56; 8 TGLC sectors (S14-S48); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
658,1,359498749,279.235913044838,59.3543419870335,14.5811,3036.0,5.07586,0.193522,0.00590179,0.162649,22.4419,DWARF,0.0222836528,2154811691137983360,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,6058,1.19,1.58,1.78,"late M dwarf, R 0.19 R_sun, Teff 3036 K, Tmag 14.58; 24 TGLC sectors (S14-S55); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
659,1,198359767,256.749661481861,54.8547466137077,14.6608,3024.0,5.14903,0.159561,0.00479162,0.130862,32.2132,DWARF,0.0176457334,1420256903519383936,14,16 17 20 23 24 25 26 40 47 49 50 51 52 53,6493,1.2,1.58,1.78,"late M dwarf, R 0.16 R_sun, Teff 3024 K, Tmag 14.66; 14 TGLC sectors (S16-S53); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
660,1,33879628,66.3027895079791,-72.4117336144961,14.9357,3044.0,5.13761,0.164303,0.00505113,0.135154,30.4714,DWARF,0.0324044153,4653540513384069504,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,8342,1.19,1.58,1.78,"late M dwarf, R 0.16 R_sun, Teff 3044 K, Tmag 14.94; 26 TGLC sectors (S1-S39); contamination 0.03 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
661,1,272787101,239.373151372906,68.4252621136372,14.9618,2992.0,5.15262,0.158109,0.00485122,0.129557,32.7787,DWARF,0.00144948182,1646703453563354752,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,8550,1.19,1.58,1.77,"late M dwarf, R 0.16 R_sun, Teff 2992 K, Tmag 14.96; 24 TGLC sectors (S14-S55); contamination 0.00 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
662,1,219766348,262.948474958603,63.6037127492106,14.9668,2970.0,5.15084,0.158824,0.00478942,0.130199,32.4982,DWARF,0.008610587,1440450946392456320,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,8591,1.2,1.58,1.79,"late M dwarf, R 0.16 R_sun, Teff 2970 K, Tmag 14.97; 24 TGLC sectors (S14-S55); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
663,1,229759104,280.917676181802,70.9683588474869,14.9814,2933.0,5.15652,0.156547,0.00473212,0.128157,33.4047,DWARF,0.011321567,2265543575890173952,24,14 15 16 17 18 19 20 21 22 23 24 25 26 40 41 47 48 49 50 51 52 53 54 55,8711,1.19,1.58,1.78,"late M dwarf, R 0.16 R_sun, Teff 2933 K, Tmag 14.98; 24 TGLC sectors (S14-S55); contamination 0.01 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
664,1,177172827,104.631767531734,-70.9484489134248,15.2346,2872.0,5.20504,0.1386,0.00420381,0.112332,42.1904,DWARF,0.08492974,5267320167802784768,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,11174,1.2,1.58,1.78,"late M dwarf, R 0.14 R_sun, Teff 2872 K, Tmag 15.23; 26 TGLC sectors (S1-S39); contamination 0.08 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
665,1,149499578,85.638390100588,-63.43422218742,13.0164,3436.0,4.85441,0.370267,0.0110756,0.357577,7.04408,DWARF,0.03862512,4756730676092530048,26,1 2 3 4 5 6 7 8 9 10 11 12 13 27 28 29 30 31 32 33 34 35 36 37 38 39,2093,1.2,1.59,1.79,"M dwarf, R 0.37 R_sun, Teff 3436 K, Tmag 13.02; 26 TGLC sectors (S1-S39); contamination 0.04 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
666,1,199667047,252.016866576445,56.7092882332562,13.0415,3306.0,4.91642,0.30852,0.00922906,0.286362,9.75136,DWARF,0.07005996,1430597707299521920,14,15 16 19 20 22 23 24 25 26 49 50 51 52 53,2119,1.21,1.59,1.8,"M dwarf, R 0.31 R_sun, Teff 3306 K, Tmag 13.04; 14 TGLC sectors (S15-S53); contamination 0.07 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
667,1,154125729,212.306046346353,67.579774139024,13.1087,3327.0,4.97829,0.25604,0.00769683,0.227427,13.5494,DWARF,0.0274575688,1673380663669877760,8,14 15 16 21 22 41 48 49,2193,1.2,1.59,1.79,"late M dwarf, R 0.26 R_sun, Teff 3327 K, Tmag 13.11; 8 TGLC sectors (S14-S49); contamination 0.03 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
668,1,117817258,96.7577125709562,-31.033537196909,13.1171,3105.0,5.0787,0.192029,0.0057355,0.161199,22.7647,DWARF,0.0217055287,2894711926334634880,3,6 7 33,2203,1.2,1.59,1.79,"late M dwarf, R 0.19 R_sun, Teff 3105 K, Tmag 13.12; 3 TGLC sectors (S6-S33); contamination 0.02 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
669,1,418291587,55.7102153757427,75.747329755435,13.1463,3119.0,5.02695,0.221969,0.00668241,0.191192,17.4821,DWARF,0.09842039,550975829415942144,5,19 25 26 52 53,2237,1.21,1.59,1.8,"late M dwarf, R 0.22 R_sun, Teff 3119 K, Tmag 13.15; 5 TGLC sectors (S19-S53); contamination 0.10 (low); not a TOI, CTOI, confirmed host or known EB; a 1.6 R_earth planet at P = 5 d should reach SNR 10 (predicted)"
